Split,Dialogue ID,Utterance ID,Original Dialogue ID,Original Utterance ID,Start Time,End Time
train,6,16,6,16,0.0,1.25125
train,6,17,6,17,0.02625,0.3264375
train,6,18,6,17,0.346375,0.4588125
train,6,18,6,18,0.0,0.9248125
train,6,19,6,18,0.94475,1.1678125
train,6,19,6,19,0.0,0.625625
train,6,20,6,20,0.0,0.8341875
train,6,21,6,21,0.0559375,1.7368125
train,7,0,7,0,0.0,2.877875
train,7,1,7,1,0.0,4.1475625
train,8,0,8,1,0.0,1.8668125
train,8,1,8,1,2.0468125,7.3406875
train,8,2,8,2,0.0,0.921625
train,8,3,8,3,0.537375,3.75375
train,8,3,8,4,0.0,0.6453125
train,8,4,8,4,0.66525,1.56575
train,8,5,8,4,1.5856875,2.8361875
train,8,5,8,5,0.0,0.420375
train,8,6,8,5,0.6804375,2.5859375
train,8,6,8,6,0.0,0.2035
train,9,0,9,0,0.1,1.10025
train,9,0,9,0,1.36025,2.7005625
train,9,1,9,1,0.0,5.73675
train,9,2,9,2,0.050625,5.011625
train,9,3,9,3,0.0,2.54425
train,9,3,9,4,0.0,0.719
train,9,4,9,4,0.7389375,1.399125
train,9,5,9,5,0.000875,0.625625
train,9,5,9,6,0.0,0.0856875
train,9,6,9,6,0.225625,2.25225
train,9,7,9,7,0.152375,6.2145625
train,9,8,9,8,0.0,1.59125
train,9,9,9,8,1.9713125,2.877875
train,9,9,9,9,0.0,2.2105625
train,9,10,9,10,0.1035625,6.4248125
train,9,11,9,10,6.44475,6.7984375
train,9,11,9,11,0.0,4.3773125
train,9,12,9,11,4.6973125,4.9633125
train,9,12,9,12,0.0,2.0853125
train,9,13,9,13,0.0,1.5238125
train,9,13,9,13,2.1038125,3.90425
train,9,13,9,13,6.7046875,7.885
train,10,0,10,0,0.240125,1.0806875
train,10,1,10,0,1.1206875,1.4598125
train,10,1,10,1,0.0,1.376375
train,10,2,10,2,0.1066875,2.1688125
train,10,3,10,3,0.453625,1.174125
train,10,4,10,4,0.5068125,1.876875
train,10,4,10,5,0.0,1.631875
train,10,5,10,5,1.912,2.372375
train,11,0,11,0,0.0,1.0605625
train,11,1,11,1,0.0,2.20225
train,11,2,11,2,0.0,2.474125
train,11,3,11,3,0.0,2.8361875
train,11,4,11,4,0.0,0.829
train,11,4,11,5,0.0328125,0.125125
train,11,4,11,6,0.0,0.2780625
train,11,5,11,6,0.298,0.67825
train,11,6,11,6,0.6981875,1.9603125
train,11,6,11,7,0.0,0.7120625
train,11,7,11,7,0.732,1.6125
train,11,8,11,8,0.0,0.8930625
train,11,9,11,9,1.3524375,3.3735
train,11,9,11,9,4.07375,5.694625
train,12,0,12,0,0.420125,1.0605
train,12,1,12,1,0.410375,1.390875
train,12,1,12,1,2.2311875,8.5140625
train,12,2,12,1,8.6940625,8.883875
train,12,2,12,2,0.0,1.241
train,12,2,12,2,1.601125,3.522
train,12,3,12,3,0.0669375,0.5671875
train,12,4,12,3,0.9473125,1.3346875
train,12,4,12,4,0.0,0.6558125
train,12,5,12,4,0.67575,1.25125
train,12,5,12,5,0.0,0.111875
train,12,6,12,5,0.4119375,1.001
train,12,6,12,6,0.0,9.789125
train,12,7,12,7,0.0374375,1.918375
train,12,8,12,8,0.0,2.9386875
train,12,9,12,9,0.0,5.7113125
train,12,10,12,10,0.0,1.112375
train,12,11,12,11,0.138,2.459125
train,12,11,12,11,3.179375,4.8401875
train,13,0,13,0,0.2,3.6611875
train,13,1,13,1,0.1663125,3.407375
train,13,2,13,1,3.6874375,3.7954375
train,13,2,13,2,0.0,1.3925
train,13,2,13,2,1.4524375,2.7729375
train,13,2,13,2,3.213,5.873875
train,13,3,13,3,0.098,1.138375
train,14,0,14,0,0.3400625,2.2006875
train,14,0,14,0,5.78175,7.9625
train,14,0,14,0,8.502625,10.36325
train,14,1,14,1,0.1889375,0.649125
train,14,2,14,2,0.0,6.0293125
train,14,3,14,2,7.129625,7.9699375
train,14,4,14,3,2.097,2.7944375
train,14,5,14,5,0.059,1.5795
train,15,0,15,0,2.5603125,3.5005
train,15,1,15,1,0.133375,1.876875
train,15,1,15,2,0.0,0.26875
train,15,2,15,2,0.2886875,5.6295
train,15,3,15,2,5.6494375,6.881875
train,15,3,15,3,0.0,1.138
train,15,3,15,3,2.0580625,3.478375
train,15,4,15,4,0.31975,1.56
train,15,4,15,4,1.6599375,2.8001875
train,15,5,15,4,3.0801875,5.4220625
train,15,5,15,5,0.0,1.0711875
train,15,5,15,5,1.191125,5.911875
train,15,6,15,6,0.0,1.3260625
train,15,7,15,7,0.0536875,3.2341875
train,15,8,15,8,0.9489375,1.876875
train,15,9,15,9,0.624875,1.3650625
train,15,10,15,10,0.0645625,1.3448125
train,15,10,15,10,1.6048125,7.1456875
train,15,11,15,11,0.1060625,4.8268125
train,15,11,15,11,4.98675,5.8669375
train,15,12,15,12,0.1360625,5.0466875
train,15,13,15,13,0.1035,3.378375
train,15,14,15,14,0.0,1.88625
train,15,15,15,15,0.0,1.845375
train,15,16,15,15,1.8653125,2.127125
train,15,16,15,16,0.0,0.7836875
train,15,17,15,16,0.803625,0.9593125
train,15,17,15,17,0.0,0.5421875
train,15,18,15,18,0.1681875,2.25225
train,15,19,15,19,0.143375,1.7100625
train,15,19,15,20,0.0,0.1663125
train,15,20,15,20,0.18625,0.9593125
train,15,21,15,21,0.0,3.878875
train,15,22,15,22,0.0,0.838875
train,16,0,16,0,0.0800625,0.6806875
train,16,1,16,0,0.7006875,1.0426875
train,16,1,16,1,0.0,2.1688125
train,16,1,16,2,0.0,0.6165625
train,16,2,16,2,0.6365,1.077
train,16,3,16,3,0.0,1.375875
train,16,4,16,4,0.2018125,2.5841875
train,16,5,16,5,0.0,2.1305
train,17,0,17,0,0.1,3.4808125
train,17,1,17,1,0.178875,3.63975
train,17,2,17,2,0.0259375,3.2066875
train,17,3,17,3,0.1349375,1.3346875
train,17,4,17,4,0.150625,2.65125
train,17,5,17,5,0.956875,2.25225
train,17,6,17,6,0.135,2.9195625
train,17,6,17,7,0.0,0.4263125
train,17,7,17,7,0.44625,1.0664375
train,17,8,17,7,1.086375,2.5025
train,17,8,17,8,0.0,0.3395625
train,17,9,17,9,0.087,0.92725
train,17,10,17,9,0.9671875,1.126125
train,17,10,17,10,0.0,0.2451875
train,18,0,18,0,0.0,4.379375
train,18,1,18,1,0.2529375,1.813375
train,18,2,18,1,1.8333125,1.9603125
train,18,2,18,2,0.0,0.4920625
train,18,3,18,3,0.0,4.8059375
train,18,4,18,3,4.825875,5.0884375
train,18,5,18,4,1.310875,1.9110625
train,18,6,18,5,0.0383125,0.6985
train,18,7,18,5,0.7184375,1.4386875
train,18,8,18,6,0.7073125,1.0844375
train,18,8,18,7,0.0,0.311625
train,18,8,18,7,0.3515625,0.5005
train,18,8,18,8,0.0,1.244625
train,18,8,18,8,1.344625,3.045
train,18,9,18,9,0.0,1.7384375
train,18,10,18,10,0.086125,3.0068125
train,19,0,19,0,1.6489375,1.8701875
train,19,1,19,0,1.89025,2.2925
train,20,0,20,0,0.04,1.4405
train,20,1,20,0,1.6005,3.003
train,20,1,20,1,0.0,1.5485625
train,20,2,20,2,0.362125,1.1694375
train,20,2,20,3,0.0,0.8341875
train,20,2,20,4,0.0,0.730375
train,20,3,20,4,0.7503125,1.0505
train,20,4,20,4,1.0704375,1.2095625
train,20,4,20,5,0.0,0.1201875
train,20,5,20,5,0.140125,0.3803125
train,20,6,20,5,0.40025,0.5421875
train,20,6,20,6,0.0,0.911625
train,20,7,20,7,0.0,2.0783125
train,20,8,20,7,2.09825,2.211
train,20,8,20,8,0.0,0.2500625
train,20,9,20,9,0.0540625,2.5441875
train,20,10,20,10,0.00075,1.101125
train,20,11,20,11,0.0,1.55875
train,20,12,20,12,0.0,0.252125
train,20,13,20,12,0.472125,1.7934375
train,20,13,20,13,0.0,0.125125
train,20,14,20,14,0.330125,8.2994375
train,20,14,20,15,0.0,0.3534375
train,20,15,20,15,0.373375,9.396375
train,20,16,20,15,9.4163125,9.8565
train,21,0,21,0,0.32,1.5803125
train,21,1,21,1,0.1226875,1.8630625
train,21,2,21,1,2.9431875,3.1698125
train,21,2,21,2,0.0,3.328125
train,21,3,21,2,3.3480625,6.006
train,21,3,21,3,0.0,2.035875
train,21,4,21,3,2.2158125,2.4608125
train,21,4,21,4,0.0,2.1688125
train,21,5,21,5,0.1725625,1.572875
train,21,6,21,5,1.5928125,2.002
train,21,6,21,6,0.0,1.124125
train,21,7,21,6,1.1440625,1.2929375
train,21,7,21,7,0.0,0.295625
train,21,8,21,8,0.0,6.445875
train,21,9,21,9,0.0,0.8689375
train,21,10,21,9,1.369,1.5431875
train,21,10,21,10,0.0,3.9966875
train,21,11,21,11,0.0,1.8240625
train,21,12,21,11,1.844,2.0436875
train,21,12,21,12,0.0,1.75075
train,21,13,21,12,1.7706875,1.876875
train,21,13,21,13,0.0,0.531125
train,22,0,22,0,0.080125,2.5444375
train,22,1,22,1,0.160125,2.3356875
train,22,2,22,2,0.082,3.378375
train,22,3,22,3,0.0,2.466625
train,23,0,23,0,0.0,4.500875
train,23,1,23,1,0.0163125,2.0854375
train,23,2,23,2,0.101375,1.4416875
train,23,3,23,3,0.0,1.109875
train,23,4,23,3,1.1298125,1.2888125
train,23,4,23,4,0.0,1.126125
train,23,5,23,5,0.0055,0.9175625
train,23,6,23,6,0.16525,2.1688125
train,23,6,23,7,0.0,0.169625
train,23,7,23,7,0.1895625,1.569875
train,23,8,23,8,0.0,2.7203125
train,24,0,24,0,0.1200625,2.762125
train,24,1,24,1,0.0,4.6713125
train,24,2,24,2,0.0,1.6888125
train,24,3,24,2,1.7088125,1.9185625
train,24,3,24,3,0.0,1.50175
train,24,4,24,4,0.0,0.4905
train,24,5,24,4,0.5105,1.126125
train,24,5,24,5,0.0,3.5403125
train,24,6,24,6,0.0,2.8479375
train,24,7,24,7,0.1435625,3.426125
train,24,7,24,8,0.0,0.518125
train,24,8,24,8,1.7990625,3.440375
train,25,0,25,0,0.360125,3.628625
train,25,1,25,1,0.0833125,3.5035
train,25,2,25,2,0.0131875,5.776125
train,25,2,25,2,5.8160625,7.632625
train,25,3,25,3,0.5546875,2.5025
train,25,3,25,4,0.0,0.6535625
train,25,4,25,4,0.6735,1.313875
train,25,5,25,5,0.46275,3.7644375
train,25,6,25,6,0.1506875,5.4133125
train,25,7,25,7,0.1095,0.6098125
train,25,8,25,8,0.0,0.4500625
train,25,9,25,9,0.0468125,0.9073125
train,25,10,25,9,0.92725,2.25225
train,25,10,25,10,0.0,1.066375
train,25,10,25,10,1.4065,3.5869375
train,25,11,25,11,0.09075,0.671125
train,25,12,25,11,0.6910625,1.0844375
train,25,12,25,12,0.0,2.627625
train,25,13,25,13,0.1208125,1.0013125
train,26,0,26,0,0.02,3.5451875
train,26,1,26,1,0.0488125,2.2494375
train,26,2,26,2,0.0,2.5974375
train,26,3,26,3,0.00175,0.9020625
train,26,4,26,4,0.065625,7.75775
train,26,5,26,5,0.1233125,2.2839375
train,26,5,26,5,2.4639375,5.3448125
train,26,5,26,5,5.944875,8.345625
train,26,5,26,5,8.665625,10.0860625
train,26,6,26,6,0.035875,2.503875
train,26,6,26,7,0.0,0.15275
train,26,7,26,7,0.1726875,0.933
train,26,8,26,8,0.13425,1.5015
train,26,9,26,9,0.0264375,4.7478125
train,26,10,26,9,4.76775,5.25525
train,26,10,26,10,0.0,1.886
train,26,11,26,11,0.8044375,1.78475
train,26,11,26,11,2.324875,2.8361875
train,26,11,26,12,0.0,1.32925
train,26,12,26,12,1.58925,2.6895625
train,26,13,26,13,0.007625,3.468625
train,27,0,27,0,0.100125,4.728375
train,27,1,27,0,4.7483125,6.2145625
train,27,1,27,1,0.0,1.36925
train,27,1,27,1,1.469375,3.63325
train,28,0,28,0,0.0,0.120125
train,28,1,28,0,0.1400625,0.8206875
train,28,2,28,0,0.8606875,2.2105625
train,28,2,28,1,0.0,0.4588125
train,28,2,28,2,0.0,0.0834375
train,28,2,28,3,0.0,1.656625
train,28,3,28,3,1.9168125,2.002
train,28,3,28,4,0.0,3.55075
train,28,4,28,4,3.5706875,4.75475
train,28,5,28,5,0.0900625,2.4320625
train,28,6,28,6,0.0965,1.377625
train,28,6,28,6,3.879625,5.921375
train,28,7,28,6,6.2415625,7.3406875
train,28,7,28,7,0.0,1.7935625
train,29,0,29,0,0.0,3.25325
train,29,0,29,1,0.0,0.7874375
train,29,1,29,1,0.807375,2.4076875
train,29,2,29,1,2.427625,4.5879375
train,29,2,29,2,0.0,2.7705625
train,29,3,29,3,0.0,1.5849375
train,29,4,29,4,0.2746875,1.214875
train,29,4,29,4,1.474875,2.715125
train,29,5,29,6,0.0,2.1310625
train,29,6,29,7,0.0,2.6679375
train,29,7,29,8,0.0259375,2.6693125
train,29,7,29,9,0.0,0.690375
train,29,8,29,9,1.070375,1.5505
train,29,9,29,10,0.0734375,4.8543125
train,29,10,29,10,5.654375,6.631625
train,29,10,29,11,0.0,5.6575
train,29,11,29,12,0.0736875,1.2739375
train,29,12,29,13,2.0138125,3.2140625
train,29,12,29,13,4.174125,6.4745625
train,30,0,30,0,0.0,3.9205625
train,30,1,30,1,0.19425,2.094625
train,30,2,30,1,2.2345625,2.4190625
train,30,2,30,2,0.0,3.149
train,30,3,30,3,0.3173125,2.2105625
train,30,4,30,4,0.56025,1.7605625
train,30,4,30,4,2.8006875,4.0809375
train,30,5,30,5,0.118,1.21825
train,30,6,30,6,0.0,1.780375
train,30,7,30,7,0.8485625,3.229
train,30,7,30,7,3.389,4.7893125
train,30,8,30,8,0.6554375,1.075625
train,30,9,30,8,1.2555625,1.99575
train,30,10,30,10,1.4436875,2.4608125
train,30,10,30,11,0.0,0.1208125
train,30,11,30,11,0.14075,4.9416875
train,30,12,30,12,0.0955,0.7924375
train,30,13,30,13,0.805625,1.3458125
train,30,14,30,14,0.1093125,3.0499375
train,30,14,30,14,3.149875,4.4901875
train,30,15,30,15,0.0165,0.7366875
train,31,0,31,0,1.3811875,3.2115625
train,31,1,31,1,0.02425,1.7458125
train,31,2,31,2,0.0,3.2905625
train,31,3,31,3,0.014,5.3588125
train,32,0,32,1,0.7116875,1.472125
train,32,1,32,1,2.8728125,7.5151875
train,32,1,32,1,8.75575,12.0775
train,32,2,32,2,0.1635625,0.884
train,32,3,32,2,0.9039375,1.126125
train,32,3,32,3,0.0,1.6281875
train,32,4,32,4,0.0,1.196875
train,32,5,32,4,1.657,2.4608125
train,32,6,32,6,0.0,0.3149375
train,32,7,32,6,0.334875,1.0844375
train,32,7,32,7,0.0,0.125125
train,32,8,32,8,0.03375,1.174375
train,32,9,32,9,0.2548125,1.1678125
train,32,9,32,10,0.0,0.722125
train,32,10,32,11,0.0095,0.95
train,32,11,32,12,0.0,0.8395625
train,32,12,32,12,0.8595,2.92125
train,32,12,32,13,0.0,0.3336875
train,32,12,32,14,0.0,1.49275
train,32,13,32,14,1.5126875,2.073
train,32,14,32,14,2.0929375,2.773375
train,32,15,32,15,0.2510625,1.49175
train,32,16,32,15,1.791875,1.876875
train,32,16,32,16,0.0,1.2293125
train,32,17,32,17,0.018,1.2186875
train,32,18,32,18,0.0,0.660875
train,33,0,33,0,2.9415625,3.9221875
train,33,1,33,1,0.17325,2.2105625
train,33,2,33,3,0.0,1.217875
train,33,3,33,3,1.237875,2.79875
train,33,3,33,3,3.0188125,4.57975
train,33,4,33,4,0.220625,1.4013125
train,33,5,33,5,0.205,3.7954375
train,33,6,33,6,0.3054375,2.1865
train,33,7,33,7,1.0898125,1.7101875
train,33,8,33,8,0.1983125,1.379
train,33,9,33,8,1.399,2.9999375
train,33,9,33,9,0.0,1.4524375
train,33,10,33,10,0.0439375,1.644875
train,33,10,33,10,1.8849375,4.7865625
train,34,0,34,1,0.2899375,1.791
train,34,1,34,1,1.9510625,4.6713125
train,34,2,34,2,0.0904375,1.031125
train,34,2,34,2,1.531375,3.3366875
train,34,3,34,3,0.056125,2.0775
train,34,4,34,4,0.0989375,1.800125
train,34,5,34,5,0.0295,3.091625
train,34,6,34,6,0.655625,1.9175625
train,34,6,34,7,0.0,0.2095625
train,34,6,34,8,0.0,1.0101875
train,34,7,34,8,1.0301875,2.4511875
train,34,8,34,8,2.471125,2.7944375
train,34,8,34,9,0.0,2.127125
train,34,8,34,10,0.0,0.21475
train,34,9,34,10,0.23475,1.5556875
train,34,10,34,10,1.575625,4.5879375
train,34,11,34,11,0.0,0.8405
train,34,12,34,11,0.8604375,1.001
train,34,12,34,12,0.0,0.2715
train,34,13,34,13,0.1329375,3.9155625
train,35,0,35,0,0.1400625,0.940625
train,35,1,35,0,0.9605625,1.681125
train,35,2,35,1,0.0015625,1.142375
train,35,3,35,3,0.019375,2.2105625
train,35,4,35,4,0.0698125,0.870375
train,35,5,35,5,0.0,5.901125
train,36,0,36,0,0.1000625,2.4230625
train,36,1,36,1,0.032125,5.6991875
train,36,2,36,2,0.206625,1.0076875
train,36,3,36,3,0.0,1.544125
train,36,4,36,4,0.0,0.6555625
train,36,5,36,5,0.0,0.8756875
train,37,0,37,0,0.1600625,4.8035625
train,37,1,37,1,0.2156875,1.376375
train,37,1,37,2,0.0,0.0935625
train,37,2,37,2,0.1135,4.797
train,37,3,37,3,0.0,1.4335
train,38,0,38,0,0.0,1.6010625
train,38,1,38,1,0.08275,1.0426875
train,38,2,38,2,0.118125,0.6673125
train,38,3,38,3,0.061375,2.3629375
train,38,4,38,4,0.0,2.2678125
train,38,5,38,6,0.0,1.686875
train,38,6,38,6,1.786875,6.89025
train,38,7,38,7,0.088125,0.348375
train,38,8,38,7,0.3683125,0.5005
train,38,8,38,8,0.0,0.9746875
train,38,9,38,9,0.0603125,2.041625
train,38,10,38,10,0.1094375,1.7105625
train,38,11,38,11,0.0,1.084625
train,39,0,39,0,0.02,2.4205625
train,39,1,39,1,0.0,1.876875
train,39,2,39,2,0.084625,0.5648125
train,39,3,39,3,0.0105625,1.9710625
train,39,4,39,4,0.0,1.8638125
train,39,5,39,5,0.0,1.6683125
train,39,6,39,7,0.0,0.34825
train,39,7,39,7,0.3681875,1.3484375
train,39,7,39,7,2.0685625,6.3895625
train,39,8,39,8,0.196125,1.6765
train,39,9,39,9,0.0,0.40625
train,39,10,39,10,0.0,3.939625
train,39,11,39,11,0.0,2.113
train,39,11,39,11,2.7130625,4.9535625
train,39,12,39,13,0.1018125,0.6019375
train,39,13,39,13,0.6219375,3.0446875
train,39,13,39,14,0.0,3.2118125
train,39,14,39,15,0.0,1.4085625
train,39,15,39,15,1.4285,3.2489375
train,39,16,39,16,0.0365,5.41775
train,39,17,39,16,6.6579375,6.8989375
train,39,17,39,17,0.0,1.219375
train,39,18,39,17,1.2393125,2.319625
train,40,0,40,0,2.3610625,3.1015
train,40,1,40,1,0.0,3.128125
train,40,1,40,2,0.0,0.0999375
train,40,2,40,2,0.119875,1.9808125
train,40,3,40,3,0.0,0.946625
train,40,4,40,4,0.0,1.9296875
train,40,5,40,4,1.949625,2.4608125
train,40,6,40,6,0.0,1.847875
train,40,7,40,7,0.1259375,1.0264375
train,40,7,40,7,1.3265,2.377375
train,40,8,40,8,0.0,3.1419375
train,40,9,40,9,0.1268125,1.2095625
train,40,10,40,10,0.2375625,0.958
train,40,11,40,11,0.071625,0.992125
train,40,11,40,11,1.7324375,3.0446875
train,40,12,40,12,0.08125,1.802125
train,40,13,40,13,0.083625,1.5849375
train,40,14,40,14,0.7098125,2.0705
train,41,0,41,0,1.2401875,4.0608125
train,41,1,41,0,4.08075,4.212875
train,41,1,41,1,0.0,2.9485
train,41,1,41,1,4.3086875,5.7490625
train,41,1,41,1,9.229625,10.93
train,41,2,41,2,0.1290625,1.549375
train,41,2,41,2,2.3494375,4.0698125
train,41,3,41,3,0.0873125,0.9475
train,41,3,41,3,1.847625,3.368
train,41,4,41,4,0.165625,4.4865
train,41,5,41,5,0.0,0.9175625
train,41,6,41,6,0.637125,2.5375625
train,41,7,41,7,0.0,4.19225
train,41,8,41,8,0.0,0.4588125
train,41,8,41,9,0.0,0.0963125
train,41,9,41,9,0.9564375,1.8566875
train,41,10,41,10,0.148125,0.44825
train,41,11,41,10,0.4681875,1.0426875
train,41,11,41,11,0.0,1.1959375
train,41,12,41,11,1.6559375,2.6693125
train,41,12,41,12,0.0,0.127625
train,41,13,41,13,0.0,4.744875
train,41,14,41,13,4.884875,5.171875
train,41,14,41,14,0.0,3.0446875
train,41,15,41,15,0.0,2.9195625
train,42,0,42,0,0.0,2.201
train,42,0,42,0,3.3014375,4.702125
train,42,1,42,1,0.0,7.4291875
train,43,0,43,0,0.5404375,1.8353125
train,43,0,43,1,0.0,0.606875
train,43,1,43,1,0.6268125,3.5694375
train,43,2,43,2,0.0111875,2.0930625
train,43,3,43,3,0.0246875,2.486875
train,43,4,43,4,0.0,2.6451875
train,43,5,43,5,0.0469375,0.8676875
train,43,6,43,6,0.629125,1.83025
train,44,0,44,0,0.381125,5.396125
train,44,1,44,1,0.4804375,1.2095625
train,44,1,44,2,0.0,0.2429375
train,44,2,44,2,0.2629375,0.6641875
train,45,0,45,0,0.120125,2.924375
train,45,1,45,1,0.0,2.2196875
train,45,2,45,2,0.0,0.9496875
train,45,3,45,2,0.969625,1.99125
train,45,3,45,2,2.4318125,2.627625
train,45,3,45,3,0.0,2.2583125
train,45,4,45,4,0.849625,2.472125
train,46,0,46,0,0.0,1.75175
train,46,1,46,1,0.0614375,3.1698125
train,46,2,46,2,0.025125,2.75275
train,46,3,46,3,0.04375,1.2240625
train,46,3,46,3,2.4443125,4.34475
train,46,3,46,3,4.7448125,5.6850625
train,46,4,46,3,5.705,7.132125
train,46,4,46,4,0.0,1.6683125
train,46,5,46,5,0.0,0.5508125
train,46,6,46,6,0.0,2.5205
train,46,6,46,6,5.341,7.2215
train,46,7,46,6,7.2414375,8.25825
train,46,7,46,7,0.0,1.3565
train,46,7,46,7,2.4766875,4.0456875
train,46,8,46,8,0.205,1.385375
train,46,9,46,9,0.0,1.7100625
train,46,10,46,10,0.0,0.19075
train,46,11,46,10,0.2106875,0.6673125
train,46,11,46,11,0.0,0.875875
train,46,12,46,12,0.0,1.335375
train,46,12,46,12,3.35575,5.0761875
train,46,13,46,13,0.0529375,2.7535625
train,46,13,46,13,3.93375,7.0545
train,46,14,46,14,0.034375,1.1146875
train,47,0,47,0,0.12,4.041875
train,47,1,47,1,0.472875,2.0436875
train,47,2,47,2,0.383625,3.0864375
train,47,2,47,3,0.0,0.2089375
train,47,3,47,3,0.228875,1.769625
train,47,4,47,3,1.7895625,1.9603125
train,47,4,47,4,0.0,1.5431875
train,47,5,47,5,0.11825,1.8190625
train,47,6,47,5,1.839,1.9603125
train,47,6,47,6,0.0,1.123875
train,47,7,47,6,1.1438125,1.9185625
train,47,7,47,7,0.0,2.917125
train,47,8,47,7,3.0170625,3.4200625
train,47,8,47,8,0.0,0.8341875
train,47,9,47,9,0.3553125,0.9593125
train,47,10,47,11,0.1465,1.487125
train,47,11,47,12,0.4206875,1.1410625
train,47,12,47,13,0.209875,3.6715
train,47,13,47,13,4.2916875,4.4628125
train,47,13,47,14,0.0,0.6394375
train,47,14,47,14,0.659375,1.0844375
train,47,14,47,15,0.0,3.2868125
train,47,15,47,16,0.0,1.376375
train,47,16,47,17,0.256375,1.99725
train,48,0,48,0,0.9631875,1.525125
train,49,0,49,0,0.0,1.1678125
train,49,1,49,1,0.0,4.1708125
train,49,2,49,2,0.088625,4.249125
train,49,3,49,2,4.2690625,4.5879375
